udi,timestamp,machine_id,product_id,machine_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,thermal_delta_k,power_w,hazard,dominant_mode,machine_failure,twf,hdf,pwf,osf,osp,tol,rnf
537,2025-09-15 06:00:00,PKR-09,L47536,L,302.8,312.6,2886,18.7,70,9.8,5648.1,0.8997,osp,1,0,0,0,0,1,0,0
538,2025-09-15 12:00:00,CRS-08,L47537,L,303.0,314.5,1431,24.3,92,11.54,3638.3,0.5432,pwf,1,0,0,1,0,0,0,0
539,2025-09-15 18:00:00,CRS-08,L47538,L,302.5,312.9,1442,49.3,154,10.34,7443.6,0.1048,tol,0,0,0,0,0,0,0,0
540,2025-09-16 00:00:00,BLR-03,M47539,M,301.9,312.1,2158,37.4,21,10.21,8453.8,0.0179,pwf,0,0,0,0,0,0,0,0
541,2025-09-16 06:00:00,RMM-04,H47540,H,302.0,312.9,1201,50.6,49,10.9,6357.9,0.1245,tol,0,0,0,0,0,0,0,0
542,2025-09-16 12:00:00,CRS-08,L47541,L,300.7,311.8,1168,52.5,54,11.09,6416.7,0.2051,tol,0,0,0,0,0,0,0,0
543,2025-09-16 18:00:00,BLR-03,M47542,M,301.2,312.0,1969,32.9,51,10.78,6792.4,0.0044,rnf,0,0,0,0,0,0,0,0
544,2025-09-17 00:00:00,RMM-04,H47543,H,300.5,311.9,1168,57.5,184,11.42,7038.6,0.6208,tol,0,0,0,0,0,0,1,0
545,2025-09-17 06:00:00,CRS-08,L47544,L,300.7,311.3,1347,40.5,176,10.61,5714.0,0.0344,twf,0,0,0,0,0,0,0,0
546,2025-09-17 12:00:00,PKR-09,L47545,L,300.3,310.5,1168,48.8,118,10.17,5970.0,0.0893,tol,0,0,0,0,0,0,0,0
547,2025-09-17 18:00:00,CRS-08,L47546,L,300.1,311.3,1265,41.1,64,11.24,5441.5,0.0104,tol,0,0,0,0,0,0,0,0
548,2025-09-18 00:00:00,CRS-08,L47547,L,299.6,309.5,1356,40.8,63,9.91,5789.8,0.0344,hdf,0,0,0,0,0,0,0,0
549,2025-09-18 06:00:00,CLC-06,M47548,M,299.5,309.5,2886,6.4,162,10.03,1919.8,0.99,pwf,1,0,0,1,0,1,0,0
550,2025-09-18 12:00:00,CRS-08,L47549,L,300.8,312.5,1667,38.0,135,11.72,6627.4,0.0062,rnf,0,0,0,0,0,0,0,0
551,2025-09-18 18:00:00,CRS-08,L47550,L,301.7,313.3,2886,25.0,25,11.62,7554.5,0.8997,osp,1,0,0,0,0,1,0,0
552,2025-09-19 00:00:00,PKR-09,L47551,L,301.8,311.8,1168,77.0,244,9.99,9418.1,0.9998,osf,1,1,0,1,1,0,1,0
553,2025-09-19 06:00:00,CRS-08,L47552,L,301.7,311.2,1168,57.4,86,9.55,7026.5,0.585,tol,0,0,0,0,0,0,1,0
554,2025-09-19 12:00:00,KLN-01,H47553,H,302.2,313.6,1168,49.4,30,11.46,6038.7,0.0878,tol,0,0,0,0,0,0,0,0
555,2025-09-19 18:00:00,PKR-09,L47554,L,302.8,313.6,1212,37.4,58,10.8,4744.4,0.009,rnf,0,0,0,0,0,0,0,0
556,2025-09-20 00:00:00,CRS-08,L47555,L,302.1,312.4,1755,28.9,90,10.32,5313.0,0.0041,rnf,0,0,0,0,0,0,0,0
557,2025-09-20 06:00:00,CRS-08,L47556,L,301.9,311.6,1502,32.8,93,9.68,5155.0,0.0116,hdf,1,0,0,0,0,0,0,0
558,2025-09-20 12:00:00,PKR-09,L47557,L,300.5,310.9,1168,61.4,29,10.33,7506.2,0.7669,tol,0,0,0,0,0,0,1,0
559,2025-09-20 18:00:00,CRS-08,L47558,L,301.3,311.3,2855,26.3,88,9.98,7872.3,0.899,osp,1,0,0,0,0,1,0,0
560,2025-09-21 00:00:00,CRS-08,L47559,L,302.6,311.9,2768,29.9,114,9.34,8655.7,0.8967,osp,0,0,0,0,0,1,0,0
561,2025-09-21 06:00:00,PKR-09,L47560,L,302.5,312.6,1201,51.3,137,10.13,6454.2,0.1711,tol,0,0,0,0,0,0,0,0
562,2025-09-21 12:00:00,PKR-09,L47561,L,300.9,311.2,1168,66.6,159,10.27,8143.3,0.9769,tol,1,0,0,0,1,0,1,0
563,2025-09-21 18:00:00,FAN-07,M47562,M,301.3,310.9,1168,58.3,19,9.62,7124.9,0.6289,tol,0,0,0,0,0,0,1,0
564,2025-09-22 00:00:00,BLR-03,M47563,M,300.6,311.5,1168,49.1,122,10.9,6007.9,0.0831,tol,0,0,0,0,0,0,0,0
565,2025-09-22 06:00:00,CLC-06,M47564,M,300.1,311.4,1168,53.2,34,11.29,6509.1,0.2465,tol,0,0,0,0,0,0,0,0
566,2025-09-22 12:00:00,FAN-07,M47565,M,300.5,311.5,1779,40.6,75,10.97,7559.4,0.0089,tol,0,0,0,0,0,0,0,0
567,2025-09-22 18:00:00,FAN-07,M47566,M,300.7,310.4,2886,17.2,212,9.72,5186.3,0.9559,osp,1,1,0,0,0,1,0,0
568,2025-09-23 00:00:00,CRS-08,L47567,L,300.3,311.0,1168,40.3,126,10.76,4930.0,0.0116,tol,0,0,0,0,0,0,0,0
569,2025-09-23 06:00:00,CRS-08,L47568,L,299.8,309.9,1168,52.6,140,10.08,6428.0,0.2333,tol,0,0,0,0,0,0,0,0
570,2025-09-23 12:00:00,CRS-08,L47569,L,299.9,308.7,1875,38.5,112,8.76,7561.6,0.0065,rnf,0,0,0,0,0,0,0,0
571,2025-09-23 18:00:00,CRS-08,L47570,L,299.7,310.3,1588,38.0,168,10.67,6320.5,0.0135,twf,0,0,0,0,0,0,0,0
572,2025-09-24 00:00:00,CML-05,M47571,M,298.9,309.1,1391,29.4,101,10.15,4281.3,0.0323,pwf,0,0,0,0,0,0,0,0
573,2025-09-24 06:00:00,CRS-08,L47572,L,298.8,311.4,2886,13.4,67,12.59,4035.7,0.9084,osp,1,0,0,0,0,1,0,0
574,2025-09-24 12:00:00,FAN-07,M47573,M,299.1,310.5,1168,60.2,166,11.46,7365.6,0.7822,tol,1,0,0,0,0,0,1,0
575,2025-09-24 18:00:00,BLR-03,M47574,M,299.0,309.7,1168,60.6,60,10.71,7414.3,0.734,tol,0,0,0,0,0,0,1,0
576,2025-09-25 00:00:00,PKR-09,L47575,L,298.1,308.4,1168,40.0,86,10.25,4888.9,0.0207,hdf,0,0,0,0,0,0,0,0
577,2025-09-25 06:00:00,KLN-02,H47576,H,298.9,309.1,1168,43.1,104,10.16,5271.3,0.0309,hdf,0,0,0,0,0,0,0,0
578,2025-09-25 12:00:00,CRS-08,L47577,L,297.1,306.1,1519,28.3,253,9.0,4503.2,0.901,twf,1,1,0,0,0,0,0,0
579,2025-09-25 18:00:00,CML-05,M47578,M,297.0,305.2,1375,47.1,40,8.26,6779.6,0.5321,hdf,1,0,1,0,0,0,0,0
580,2025-09-26 00:00:00,PKR-09,L47579,L,296.7,305.9,1312,50.6,176,9.13,6954.2,0.4668,hdf,1,0,0,0,0,0,0,0
581,2025-09-26 06:00:00,CRS-08,L47580,L,297.0,307.0,2281,23.2,45,9.95,5536.4,0.0077,rnf,0,0,0,0,0,0,0,0
582,2025-09-26 12:00:00,CRS-08,L47581,L,297.6,305.5,1168,48.5,186,7.89,5930.3,0.8913,hdf,1,0,1,0,0,0,0,0
583,2025-09-26 18:00:00,CRS-08,L47582,L,298.5,308.0,1370,45.9,19,9.46,6588.0,0.1108,hdf,1,0,0,0,0,0,0,0
584,2025-09-27 00:00:00,CRS-08,L47583,L,298.1,307.9,1504,47.9,89,9.75,7542.9,0.0624,tol,0,0,0,0,0,0,0,0
585,2025-09-27 06:00:00,RMM-04,H47584,H,298.6,308.4,1168,58.1,55,9.78,7102.8,0.6069,tol,1,0,0,0,0,0,1,0
586,2025-09-27 12:00:00,BLR-03,M47585,M,298.8,308.2,1168,57.7,162,9.34,7062.9,0.6604,tol,1,0,0,0,0,0,1,0
587,2025-09-27 18:00:00,CRS-08,L47586,L,297.7,307.4,1497,37.4,93,9.66,5869.1,0.0141,hdf,0,0,0,0,0,0,0,0
588,2025-09-28 00:00:00,PKR-09,L47587,L,299.2,310.9,1234,47.4,129,11.72,6125.4,0.0503,tol,0,0,0,0,0,0,0,0
589,2025-09-28 06:00:00,PKR-09,L47588,L,298.2,308.9,1350,40.9,51,10.66,5785.1,0.0124,tol,0,0,0,0,0,0,0,0
590,2025-09-28 12:00:00,CRS-08,L47589,L,298.6,308.1,2112,33.0,62,9.44,7307.4,0.0045,rnf,0,0,0,0,0,0,0,0
591,2025-09-28 18:00:00,KLN-02,H47590,H,299.0,308.9,1937,43.0,46,9.93,8715.8,0.0783,pwf,0,0,0,0,0,0,0,0
592,2025-09-29 00:00:00,CRS-08,L47591,L,299.2,309.2,1254,47.4,54,9.97,6224.5,0.0747,tol,0,0,0,0,0,0,0,0
593,2025-09-29 06:00:00,CRS-08,L47592,L,298.9,308.2,1351,42.4,33,9.23,5998.0,0.166,hdf,0,0,0,0,0,0,0,0
594,2025-09-29 12:00:00,PKR-09,L47593,L,299.6,308.8,2886,22.1,160,9.23,6692.4,0.8999,osp,1,0,0,0,0,1,0,0
595,2025-09-29 18:00:00,CRS-08,L47594,L,298.5,306.9,1424,34.9,116,8.36,5206.0,0.2995,hdf,0,0,0,0,0,0,0,0
596,2025-09-30 00:00:00,PKR-09,L47595,L,298.6,308.2,1893,35.0,84,9.58,6936.2,0.0048,rnf,0,0,0,0,0,0,0,0
597,2025-09-30 06:00:00,BLR-03,M47596,M,298.3,307.2,1733,27.3,123,8.91,4947.0,0.0046,rnf,0,0,0,0,0,0,0,0
598,2025-09-30 12:00:00,CML-05,M47597,M,297.9,307.9,1208,43.4,62,9.96,5494.7,0.0448,hdf,0,0,0,0,0,0,0,0
599,2025-09-30 18:00:00,KLN-02,H47598,H,298.3,308.5,1168,66.9,56,10.12,8182.7,0.8783,tol,1,0,0,0,0,0,1,0
600,2025-10-01 00:00:00,CLC-06,M47599,M,299.2,307.2,1168,57.6,147,8.03,7050.5,0.9181,hdf,1,0,1,0,0,0,1,0
601,2025-10-01 06:00:00,PKR-09,L47600,L,299.0,308.9,1508,30.6,118,9.96,4826.4,0.0076,rnf,0,0,0,0,0,0,0,0
602,2025-10-01 12:00:00,BLR-03,M47601,M,299.6,310.4,2886,14.9,253,10.87,4514.0,0.9897,osp,1,1,0,0,0,1,0,0
603,2025-10-01 18:00:00,KLN-02,H47602,H,299.6,310.1,1168,57.1,41,10.45,6984.1,0.5223,tol,1,0,0,0,0,0,1,0
604,2025-10-02 00:00:00,CML-05,M47603,M,299.1,311.3,1794,38.2,40,12.23,7173.9,0.0062,rnf,1,0,0,0,0,0,0,0
605,2025-10-02 06:00:00,RMM-04,H47604,H,298.9,310.2,1661,40.3,92,11.25,7017.2,0.0085,tol,0,0,0,0,0,0,0,0
606,2025-10-02 12:00:00,CML-05,M47605,M,298.8,307.5,1473,38.1,46,8.74,5873.2,0.102,hdf,0,0,0,0,0,0,0,0
607,2025-10-02 18:00:00,CML-05,M47606,M,298.4,311.2,1168,52.5,61,12.8,6416.9,0.2043,tol,0,0,0,0,0,0,0,0
608,2025-10-03 00:00:00,PKR-09,L47607,L,298.8,309.5,1168,52.9,84,10.76,6469.1,0.2295,tol,0,0,0,0,0,0,0,0
609,2025-10-03 06:00:00,CML-05,M47608,M,299.0,309.2,1179,52.2,57,10.16,6447.8,0.2061,tol,0,0,0,0,0,0,0,0
610,2025-10-03 12:00:00,PKR-09,L47609,L,298.0,309.0,1168,61.1,253,10.97,7479.0,0.9975,osf,1,1,0,0,1,0,1,0
611,2025-10-03 18:00:00,CRS-08,L47610,L,297.0,306.4,2002,30.4,21,9.44,6372.5,0.0042,rnf,0,0,0,0,0,0,0,0
612,2025-10-04 00:00:00,CML-05,M47611,M,297.5,307.6,1168,61.2,79,10.11,7482.8,0.7616,tol,1,0,0,0,0,0,1,0
613,2025-10-04 06:00:00,KLN-01,H47612,H,297.1,306.4,1501,45.9,54,9.35,7209.6,0.0488,tol,0,0,0,0,0,0,0,0
614,2025-10-04 12:00:00,KLN-01,H47613,H,297.4,307.8,1416,35.0,36,10.4,5186.0,0.0086,rnf,0,0,0,0,0,0,0,0
615,2025-10-04 18:00:00,CRS-08,L47614,L,298.1,307.5,1927,52.5,128,9.35,10600.0,0.921,pwf,1,0,0,1,0,0,0,0
616,2025-10-05 00:00:00,CML-05,M47615,M,297.4,306.7,1941,34.1,14,9.31,6933.9,0.0046,rnf,0,0,0,0,0,0,0,0
617,2025-10-05 06:00:00,BLR-03,M47616,M,296.6,307.0,1168,61.5,72,10.41,7518.0,0.7701,tol,1,0,0,0,0,0,1,0
618,2025-10-05 12:00:00,PKR-09,L47617,L,297.9,307.8,1168,70.0,144,9.86,8564.3,0.9689,tol,1,0,0,0,1,0,1,0
619,2025-10-05 18:00:00,PKR-09,L47618,L,298.3,306.4,1544,48.2,124,8.07,7787.8,0.099,tol,0,0,0,0,0,0,0,0
620,2025-10-06 00:00:00,PKR-09,L47619,L,298.1,306.6,1180,50.7,79,8.54,6264.1,0.6581,hdf,0,0,1,0,0,0,0,0
621,2025-10-06 06:00:00,FAN-07,M47620,M,297.6,306.4,1168,70.9,72,8.85,8669.8,0.9407,tol,1,0,0,0,0,0,1,0
622,2025-10-06 12:00:00,PKR-09,L47621,L,297.4,306.5,1168,70.0,61,9.12,8558.5,0.9208,tol,1,0,0,0,0,0,1,0
623,2025-10-06 18:00:00,KLN-02,H47622,H,296.7,307.1,1303,45.8,82,10.41,6254.8,0.0384,tol,0,0,0,0,0,0,0,0
624,2025-10-07 00:00:00,PKR-09,L47623,L,297.5,307.7,1168,61.3,188,10.22,7501.6,0.9754,osf,1,0,0,0,1,0,1,0
625,2025-10-07 06:00:00,KLN-02,H47624,H,297.2,308.2,1168,40.2,94,11.07,4915.8,0.0097,tol,0,0,0,0,0,0,0,0
626,2025-10-07 12:00:00,PKR-09,L47625,L,298.1,308.8,2414,26.3,152,10.75,6658.8,0.0593,osp,0,0,0,0,0,0,0,0
627,2025-10-07 18:00:00,BLR-03,M47626,M,297.9,309.0,1416,38.7,19,11.07,5735.4,0.0071,rnf,0,0,0,0,0,0,0,0
628,2025-10-08 00:00:00,PKR-09,L47627,L,297.3,307.9,1231,40.0,139,10.61,5159.9,0.0128,hdf,0,0,0,0,0,0,0,0
629,2025-10-08 06:00:00,CRS-08,L47628,L,297.2,307.4,1168,33.7,84,10.21,4124.3,0.0677,pwf,0,0,0,0,0,0,0,0
630,2025-10-08 12:00:00,CLC-06,M47629,M,295.6,306.7,1168,54.7,116,11.1,6688.5,0.3421,tol,0,0,0,0,0,0,0,0
631,2025-10-08 18:00:00,KLN-02,H47630,H,295.8,306.7,1539,50.2,56,10.92,8094.1,0.1129,tol,0,0,0,0,0,0,0,0
632,2025-10-09 00:00:00,BLR-03,M47631,M,295.9,306.3,1168,42.6,9,10.38,5213.0,0.0221,tol,0,0,0,0,0,0,0,0
633,2025-10-09 06:00:00,CRS-08,L47632,L,296.7,308.0,1502,34.0,241,11.27,5354.5,0.8927,twf,1,1,0,0,0,0,0,0
634,2025-10-09 12:00:00,PKR-09,L47633,L,295.6,303.3,1600,38.4,67,7.65,6427.7,0.0189,hdf,0,0,0,0,0,0,0,0
635,2025-10-09 18:00:00,CRS-08,L47634,L,296.7,306.4,1361,40.0,57,9.71,5693.9,0.051,hdf,0,0,0,0,0,0,0,0
636,2025-10-10 00:00:00,CRS-08,L47635,L,297.4,303.2,1168,42.4,83,5.8,5184.9,0.8971,hdf,1,0,1,0,0,0,0,0
637,2025-10-10 06:00:00,FAN-07,M47636,M,298.4,309.6,1168,52.2,49,11.15,6385.7,0.1921,tol,0,0,0,0,0,0,0,0
638,2025-10-10 12:00:00,BLR-03,M47637,M,298.5,310.1,1433,43.0,99,11.57,6452.8,0.0149,tol,0,0,0,0,0,0,0,0
639,2025-10-10 18:00:00,CLC-06,M47638,M,299.3,307.8,2372,24.6,68,8.55,6102.1,0.0276,osp,0,0,0,0,0,0,0,0
640,2025-10-11 00:00:00,CML-05,M47639,M,298.3,309.7,1518,33.8,89,11.41,5376.9,0.0046,rnf,0,0,0,0,0,0,0,0
641,2025-10-11 06:00:00,CML-05,M47640,M,298.9,307.7,1168,41.8,31,8.83,5115.9,0.4357,hdf,1,0,0,0,0,0,0,0
642,2025-10-11 12:00:00,CML-05,M47641,M,298.4,305.3,1168,52.4,17,6.85,6404.9,0.9143,hdf,1,0,1,0,0,0,0,0
643,2025-10-11 18:00:00,CRS-08,L47642,L,297.4,307.2,1168,54.3,126,9.77,6638.7,0.3495,tol,0,0,0,0,0,0,0,0
644,2025-10-12 00:00:00,PKR-09,L47643,L,296.8,306.5,1168,59.5,85,9.68,7280.2,0.6978,tol,1,0,0,0,0,0,1,0
645,2025-10-12 06:00:00,FAN-07,M47644,M,297.0,301.2,1843,41.4,22,4.16,7997.9,0.0111,tol,0,0,0,0,0,0,0,0
646,2025-10-12 12:00:00,CML-05,M47645,M,296.6,307.3,1354,48.4,22,10.65,6863.0,0.0687,tol,1,0,0,0,0,0,0,0
647,2025-10-12 18:00:00,CRS-08,L47646,L,297.1,307.8,1904,29.5,76,10.68,5892.2,0.0041,rnf,0,0,0,0,0,0,0,0
648,2025-10-13 00:00:00,CRS-08,L47647,L,296.0,307.1,1474,44.7,99,11.05,6903.7,0.0234,tol,0,0,0,0,0,0,0,0
649,2025-10-13 06:00:00,CLC-06,M47648,M,294.8,304.4,2056,28.2,28,9.57,6065.2,0.0041,rnf,0,0,0,0,0,0,0,0
650,2025-10-13 12:00:00,PKR-09,L47649,L,296.1,306.0,1168,50.4,226,9.96,6167.2,0.9814,osf,1,1,0,0,1,0,0,0
651,2025-10-13 18:00:00,CRS-08,L47650,L,296.9,306.9,1168,73.3,108,9.97,8969.0,0.9291,tol,1,0,0,0,0,0,1,0
652,2025-10-14 00:00:00,CLC-06,M47651,M,296.4,308.1,1168,44.2,204,11.69,5408.1,0.3787,twf,0,0,0,0,0,0,0,0
653,2025-10-14 06:00:00,BLR-03,M47652,M,296.6,303.8,1889,30.5,61,7.17,6034.3,0.0042,rnf,0,0,0,0,0,0,0,0
654,2025-10-14 12:00:00,CRS-08,L47653,L,297.5,306.5,1600,44.5,68,9.04,7452.7,0.0259,tol,0,0,0,0,0,0,0,0
655,2025-10-14 18:00:00,FAN-07,M47654,M,297.9,307.9,1776,34.3,20,10.01,6381.7,0.0046,rnf,0,0,0,0,0,0,0,0
656,2025-10-15 00:00:00,CRS-08,L47655,L,298.2,307.1,1803,29.4,37,8.91,5557.2,0.0042,rnf,0,0,0,0,0,0,0,0
657,2025-10-15 06:00:00,CML-05,M47656,M,299.0,308.8,1168,66.5,56,9.74,8128.3,0.8789,tol,1,0,0,0,0,0,1,0
658,2025-10-15 12:00:00,CRS-08,L47657,L,298.6,308.5,1168,48.2,120,9.87,5897.4,0.0971,tol,0,0,0,0,0,0,0,0
659,2025-10-15 18:00:00,PKR-09,L47658,L,298.7,308.0,1860,43.8,76,9.34,8530.6,0.0376,pwf,0,0,0,0,0,0,0,0
660,2025-10-16 00:00:00,PKR-09,L47659,L,298.8,304.2,1414,41.1,208,5.43,6087.1,0.7236,twf,1,0,0,0,0,0,0,0
661,2025-10-16 06:00:00,PKR-09,L47660,L,298.6,309.3,1382,36.6,31,10.63,5295.8,0.008,rnf,0,0,0,0,0,0,0,0
662,2025-10-16 12:00:00,BLR-03,M47661,M,298.5,308.2,1306,41.3,150,9.76,5654.8,0.056,hdf,0,0,0,0,0,0,0,0
663,2025-10-16 18:00:00,CRS-08,L47662,L,298.6,308.1,1168,43.4,88,9.55,5305.0,0.1045,hdf,1,0,0,0,0,0,0,0
664,2025-10-17 00:00:00,PKR-09,L47663,L,298.7,308.5,2886,6.1,50,9.83,1840.3,0.99,pwf,1,0,0,1,0,1,0,0
665,2025-10-17 06:00:00,PKR-09,L47664,L,298.1,308.1,1168,66.6,102,9.99,8149.7,0.8774,tol,1,0,0,0,0,0,1,0
666,2025-10-17 12:00:00,CML-05,M47665,M,298.7,307.0,1622,38.5,175,8.26,6535.3,0.0275,twf,0,0,0,0,0,0,0,0
667,2025-10-17 18:00:00,BLR-03,M47666,M,298.2,308.6,1168,43.8,196,10.46,5354.5,0.198,twf,0,0,0,0,0,0,0,0
668,2025-10-18 00:00:00,RMM-04,H47667,H,298.1,307.7,1168,52.0,48,9.55,6354.6,0.2523,tol,1,0,0,0,0,0,0,0
669,2025-10-18 06:00:00,PKR-09,L47668,L,298.0,309.3,1534,45.1,48,11.26,7247.9,0.0258,tol,0,0,0,0,0,0,0,0
670,2025-10-18 12:00:00,CRS-08,L47669,L,298.4,309.0,1168,48.2,33,10.59,5897.4,0.0668,tol,1,0,0,0,0,0,0,0
671,2025-10-18 18:00:00,CRS-08,L47670,L,297.0,308.2,1799,35.3,21,11.17,6656.4,0.0049,rnf,0,0,0,0,0,0,0,0
672,2025-10-19 00:00:00,CRS-08,L47671,L,297.8,306.8,1276,44.4,144,8.99,5934.2,0.328,hdf,0,0,0,0,0,0,0,0
673,2025-10-19 06:00:00,KLN-02,H47672,H,297.5,307.1,1336,43.1,65,9.63,6026.2,0.075,hdf,0,0,0,0,0,0,0,0
674,2025-10-19 12:00:00,CML-05,M47673,M,298.5,307.2,1168,77.0,62,8.76,9418.1,0.9897,tol,1,0,0,1,0,0,1,0
675,2025-10-19 18:00:00,CRS-08,L47674,L,298.2,307.5,1792,32.9,99,9.29,6167.8,0.0044,rnf,0,0,0,0,0,0,0,0
676,2025-10-20 00:00:00,CRS-08,L47675,L,298.3,309.6,1642,32.0,75,11.25,5499.4,0.0043,rnf,0,0,0,0,0,0,0,0
677,2025-10-20 06:00:00,RMM-04,H47676,H,299.7,311.2,1335,53.4,38,11.49,7470.0,0.2591,tol,0,0,0,0,0,0,0,0
678,2025-10-20 12:00:00,PKR-09,L47677,L,299.5,308.4,2263,35.0,11,8.85,8287.9,0.0112,rnf,0,0,0,0,0,0,0,0
679,2025-10-20 18:00:00,CRS-08,L47678,L,300.4,310.0,1598,31.3,124,9.54,5242.4,0.0057,rnf,0,0,0,0,0,0,0,0
680,2025-10-21 00:00:00,PKR-09,L47679,L,300.4,308.7,1168,35.9,188,8.33,4390.5,0.7389,hdf,0,0,1,0,0,0,0,0
681,2025-10-21 06:00:00,PKR-09,L47680,L,300.7,311.3,1331,39.3,36,10.59,5474.6,0.0112,hdf,0,0,0,0,0,0,0,0
682,2025-10-21 12:00:00,CRS-08,L47681,L,300.7,308.9,2530,22.7,75,8.24,6011.1,0.3819,osp,0,0,0,0,0,0,0,0
683,2025-10-21 18:00:00,CRS-08,L47682,L,301.2,309.6,1841,34.1,95,8.4,6569.1,0.0046,rnf,0,0,0,0,0,0,0,0
684,2025-10-22 00:00:00,PKR-09,L47683,L,300.7,311.2,2886,14.7,39,10.49,4442.0,0.9003,osp,1,0,0,0,0,1,0,0
685,2025-10-22 06:00:00,CML-05,M47684,M,300.0,308.0,1168,42.5,27,8.05,5192.9,0.8093,hdf,1,0,1,0,0,0,0,0
686,2025-10-22 12:00:00,CRS-08,L47685,L,299.5,309.1,1923,42.1,151,9.55,8486.0,0.0287,pwf,0,0,0,0,0,0,0,0
687,2025-10-22 18:00:00,PKR-09,L47686,L,299.6,309.8,1168,60.2,187,10.16,7367.3,0.9678,osf,1,0,0,0,1,0,1,0
688,2025-10-23 00:00:00,RMM-04,H47687,H,299.5,309.9,1168,56.6,4,10.42,6927.5,0.4888,tol,0,0,0,0,0,0,0,0
689,2025-10-23 06:00:00,CML-05,M47688,M,300.0,309.9,1168,72.4,102,9.86,8854.5,0.915,tol,1,0,0,0,0,0,1,0
690,2025-10-23 12:00:00,CRS-08,L47689,L,300.9,310.5,1613,38.4,81,9.63,6480.8,0.0071,rnf,0,0,0,0,0,0,0,0
691,2025-10-23 18:00:00,CRS-08,L47690,L,300.2,307.6,1529,40.4,122,7.43,6466.0,0.0662,hdf,0,0,0,0,0,0,0,0
692,2025-10-24 00:00:00,BLR-03,M47691,M,299.7,310.0,1497,40.2,6,10.29,6299.8,0.0097,tol,0,0,0,0,0,0,0,0
693,2025-10-24 06:00:00,CRS-08,L47692,L,298.7,308.1,1168,46.4,56,9.35,5680.4,0.1791,hdf,0,0,0,0,0,0,0,0
694,2025-10-24 12:00:00,CRS-08,L47693,L,300.2,310.2,1168,51.4,117,10.04,6281.9,0.1728,tol,0,0,0,0,0,0,0,0
695,2025-10-24 18:00:00,KLN-02,H47694,H,300.4,310.8,1577,46.9,62,10.38,7738.0,0.0424,tol,0,0,0,0,0,0,0,0
696,2025-10-25 00:00:00,CRS-08,L47695,L,300.7,312.4,1603,38.7,109,11.72,6490.2,0.0066,rnf,0,0,0,0,0,0,0,0
697,2025-10-25 06:00:00,BLR-03,M47696,M,299.7,310.5,1295,35.2,85,10.79,4778.7,0.0079,rnf,0,0,0,0,0,0,0,0
698,2025-10-25 12:00:00,PKR-09,L47697,L,299.7,308.9,1168,53.9,39,9.17,6588.9,0.4485,tol,1,0,0,0,0,0,0,0
699,2025-10-25 18:00:00,FAN-07,M47698,M,300.1,305.2,1168,51.0,111,5.1,6234.8,0.9102,hdf,1,0,1,0,0,0,0,0
700,2025-10-26 00:00:00,CRS-08,L47699,L,299.9,309.4,1620,39.6,108,9.48,6725.3,0.0086,rnf,0,0,0,0,0,0,0,0
701,2025-10-26 06:00:00,PKR-09,L47700,L,300.7,310.4,2886,20.5,139,9.76,6195.8,0.8997,osp,1,0,0,0,0,1,0,0
702,2025-10-26 12:00:00,CRS-08,L47701,L,302.2,312.0,1655,30.6,25,9.86,5296.2,0.0044,rnf,0,0,0,0,0,0,0,0
703,2025-10-26 18:00:00,PKR-09,L47702,L,301.4,310.4,1782,32.5,132,8.99,6067.6,0.0045,rnf,0,0,0,0,0,0,0,0
704,2025-10-27 00:00:00,FAN-07,M47703,M,300.6,311.9,1425,41.8,107,11.27,6243.1,0.0117,tol,0,0,0,0,0,0,0,0
705,2025-10-27 06:00:00,CRS-08,L47704,L,300.0,307.2,1168,45.7,44,7.24,5591.9,0.8902,hdf,1,0,1,0,0,0,0,0
706,2025-10-27 12:00:00,CRS-08,L47705,L,301.1,310.8,2301,24.4,30,9.69,5889.8,0.0096,osp,0,0,0,0,0,0,0,0
707,2025-10-27 18:00:00,CML-05,M47706,M,301.7,312.4,1468,34.5,62,10.64,5296.3,0.0055,rnf,0,0,0,0,0,0,0,0
708,2025-10-28 00:00:00,BLR-03,M47707,M,301.5,311.8,1452,42.7,42,10.22,6491.3,0.0175,tol,0,0,0,0,0,0,0,0
709,2025-10-28 06:00:00,CRS-08,L47708,L,301.5,312.2,1568,37.7,202,10.72,6199.6,0.3055,twf,0,0,0,0,0,0,0,0
710,2025-10-28 12:00:00,PKR-09,L47709,L,300.8,309.5,1214,34.6,92,8.66,4399.2,0.5433,hdf,1,0,1,0,0,0,0,0
711,2025-10-28 18:00:00,RMM-04,H47710,H,301.4,311.2,1665,36.6,22,9.85,6383.8,0.0054,rnf,0,0,0,0,0,0,0,0
712,2025-10-29 00:00:00,BLR-03,M47711,M,301.0,311.0,1716,32.0,54,9.94,5758.8,0.0043,rnf,0,0,0,0,0,0,0,0
713,2025-10-29 06:00:00,CML-05,M47712,M,300.8,311.4,1542,40.6,146,10.62,6552.6,0.0096,tol,0,0,0,0,0,0,0,0
714,2025-10-29 12:00:00,RMM-04,H47713,H,301.2,310.5,1199,44.3,16,9.37,5562.2,0.1578,hdf,0,0,0,0,0,0,0,0
715,2025-10-29 18:00:00,FAN-07,M47714,M,301.0,308.5,1616,30.7,77,7.5,5191.1,0.0131,hdf,0,0,0,0,0,0,0,0
